access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
public,24 hours daily,NA,NA,10/24/2025,10/17/2025,ELEC,TEMPORARILY UNAVAILABLE (Public),303196,NA,7/25/2023,NA,NA,FALSE,T,NA,NA,MoTI Highway 14 Park & Ride,888-356-8911,10/24/2025 6:19,GPS,48.395832,-123.625592,Sooke,CA,NA,NA,BC,5120 East Sooke Road,V9Z 0E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,8,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,TEMPORAIREMENT SUSPENDU (Public),NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list()), c(7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2), c(1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0)",b71e872d-1d3c-489c-9093-bb7626f7b9fa,"07629c60-9c40-4ef8-b4d6-b2486b7e54d5, 4d7bc3ca-e386-4229-9291-fe20f622f015, 68dec885-6104-4818-befc-2a0c31d5098f, 7697432b-d95f-4061-ae31-a6a14b90e834, b4d8766d-bd8e-4aa1-b9d5-2c661ecfd237, e24f3183-a280-42b7-b0d1-1b1f2feb59d9, ed6e9c9a-b08c-406a-b319-d285af1a03e5, f78c92aa-84ab-4380-bfd1-dbc097f7e547",public,TRUE,FALSE,8,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303327,NA,6/23/2023,P,NA,FALSE,E,NA,MULTI_UNIT_DWELLING,SWTCH Energy,844-798-2438,4/25/2024 20:00,GPS,49.2388928,-122.874063,Coquitlam,CA,NA,NA,BC,828 Gauthier Ave,V3K 0E9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,$2.50 per hour for the public; special tenant pricing of $1.25 per hour,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2,50 $ l’heure pour le public; prix spécial du locataire de 1,25 $ l’heure","c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303334,NA,6/26/2023,P,NA,NA,E,NA,OFFICE_BLDG,SWTCH Energy,NA,4/25/2024 20:00,GPS,49.72676049,-123.1230124,Squamish,CA,NA,NA,BC,2600 Centennial Way,V8B 0H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,Free for employee use,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit pour l’usage des employés,"c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,private,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,301503,NA,6/29/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 59-60,888-758-4389,10/24/2025 4:56,GPS,49.28086,-123.113853,Vancouver,CA,Parkade level p5 Stalls 59/60,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979643,"5367043, 5367053",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303338,NA,6/13/2023,P,NA,FALSE,E,NA,PARKING_LOT,SWTCH Energy,844-798-2438,4/25/2024 20:00,GPS,48.44136573,-123.4700827,Victoria,CA,NA,NA,BC,1913 Sooke Rd,V9B 1V9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,$2 per hour; 3 hour maximum charge time; 15 minute grace period then $3 per hour idle fee,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,2 $ l’heure; 3 heures de temps de charge maximum; Délai de grâce de 15 minutes puis frais d’inactivité de 3 $ l’heure,"c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,9/24/2025,ELEC,TEMPORARILY UNAVAILABLE (Public),302634,NA,7/15/2023,NA,NA,FALSE,T,NA,NA,THE POST P6 STALL 64-65,888-758-4389,10/24/2025 4:56,GPS,49.28096,-123.113172,Vancouver,CA,Parkade level 6 Stalls 64/65,NA,BC,1 Hamilton St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,TEMPORAIREMENT SUSPENDU (Public),NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979463,"23424463, 23424473",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303343,NA,6/2/2023,P,NA,FALSE,E,NA,PARKING_LOT,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.2520261,-122.7356144,Port Coquitlam,CA,NA,NA,BC,815 Village Dr,V3B0G9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,$2 per hour; 4 hour maximum charge time; 15 minute grace period then $4 per hour idle fee,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2 $ l’heure; 4 heures de temps de charge maximum; Délai de grâce de 15 minutes, puis frais d’inactivité de 4 $ l’heure","c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,302635,NA,7/15/2023,NA,NA,FALSE,E,NA,NA,THE POST P6 STALL 58-59,888-758-4389,10/24/2025 4:56,GPS,49.280986,-123.113151,Vancouver,CA,Parkade level p6 Stalls 58/59,NA,BC,1 Hamilton St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979493,"5366753, 5366763",public,TRUE,FALSE,2,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303355,NA,5/31/2023,P,NA,NA,E,NA,OFFICE_BLDG,Swtch Energy,NA,4/25/2024 20:00,GPS,49.481799,-119.563907,Penticton,CA,NA,NA,BC,1295 Commercial Way,V2A3H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit,"c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,private,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303356,NA,5/5/2023,P,NA,FALSE,E,NA,SHOPPING_CENTER,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.280058,-122.8281528,Port Moody,CA,NA,NA,BC,130 Brew St,V3H0E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,6,SWTCH,https://swtchenergy.com,NA,"$2 per hour, 4 hour maximum charge time, $4 idle fee thereafter",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2 $ l’heure, temps de charge maximum de 4 heures, frais d’inactivité de 4 $ par la suite","c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA, NA), c(1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,6,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303359,NA,5/3/2023,P,NA,NA,E,NA,FLEET_GARAGE,Swtch Energy,NA,4/25/2024 20:00,GPS,49.2264587,-122.8472037,Coquitlam,CA,NA,NA,BC,1478 Hartley Ave,V3K7B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,SWTCH,https://swtchenergy.com,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit,"SWTCH, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303378,NA,5/19/2023,P,NA,NA,E,NA,FLEET_GARAGE,Swtch Energy,NA,4/25/2024 20:00,GPS,49.1768225,-122.6970803,Surrey,CA,NA,NA,BC,18964 96 Ave,V4N3R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit,"c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,private,TRUE,FALSE,4,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303385,NA,5/17/2023,P,NA,NA,E,NA,FLEET_GARAGE,Swtch Energy,NA,4/25/2024 20:00,GPS,52.1303201,-122.1424792,Williams Lake,CA,NA,NA,BC,280A 3rd Ave N,V2G4T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit,"c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,private,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303401,NA,5/5/2023,P,NA,FALSE,E,NA,SHOPPING_CENTER,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.2003704,-122.5770673,Maple Ridge,CA,NA,NA,BC,23213 Lougheed Hwy,V2W1A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,$30 per hour; free for dealership use,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,30 $ l’heure; gratuit pour l’utilisation du concessionnaire,"c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303405,NA,4/24/2023,P,NA,FALSE,E,NA,SHOPPING_CENTER,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.1234866,-123.1803046,Richmond,CA,NA,NA,BC,4020 Bayview St,V7E1T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,$2 per hour for first 3 hours; $4.50 per hour thereafter,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2 $ l’heure pour les 3 premières heures; 4,50 $ l’heure par la suite","c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303408,NA,4/24/2023,P,NA,FALSE,E,NA,SHOPPING_CENTER,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.1240815,-123.1835396,Richmond,CA,NA,NA,BC,4180 Bayview St,V7E6T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,SWTCH,https://swtchenergy.com,NA,$2 per hour; $4.50 idle fee after 3 hours,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2 $ l’heure; Frais d’inactivité de 4,50 $ après 3 heures","c(""SWTCH"", ""SWTCH""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303411,NA,4/25/2023,P,NA,FALSE,E,NA,SHOPPING_CENTER,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.2289211,-123.002018,Burnaby,CA,NA,NA,BC,4650 Kingsway,V5H4L9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,$2 per hour,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,2 $ l’heure,"c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,10/1/2023,ELEC,PLANNED - not yet accessible (Private),303417,NA,10/1/2023,P,NA,NA,P,NA,PARKING_LOT,Swtch Energy,NA,4/25/2024 20:00,GPS,48.4233408,-123.3690561,Victoria,CA,NA,NA,BC,816 Government St,V8W1W9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,SWTCH,https://swtchenergy.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,PRÉVU - pas encore accessible (Privé),NA,"SWTCH, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Public,303420,NA,6/2/2023,P,NA,FALSE,E,NA,PARKING_LOT,Swtch Energy,844-798-2438,4/25/2024 20:00,GPS,49.2524566,-122.737076,Port Coquitlam,CA,NA,NA,BC,855 Village Dr,V3B0G9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,$2 per hour; 4 hour maximum charge time; 15 minute grace period then $4 per hour thereafter,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"2 $ l’heure; 4 heures de temps de charge maximum; Délai de grâce de 15 minutes, puis 4 $ l’heure par la suite","c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303422,NA,5/9/2023,P,NA,NA,E,NA,SCHOOL,Swtch Energy,NA,4/25/2024 20:00,200-6,49.7173,-118.92489,Kootenay Boundary,CA,NA,NA,BC,400 Happy Valley Rd,V0E2G0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,SWTCH,https://swtchenergy.com,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit,"SWTCH, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
private,24 hours daily,NA,A D Debit M V,8/10/2023,NA,ELEC,Private,303427,NA,2/10/2023,P,NA,NA,E,NA,PARKING_LOT,Swtch Energy,NA,4/25/2024 20:00,GPS,49.0248103,-122.3495829,Abbotsford,CA,NA,NA,BC,31601 Walmsley Ave,V2T6G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,SWTCH,https://swtchenergy.com,NA,Free for employee use,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Privé,Gratuit pour l’usage des employés,"c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,private,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,302662,NA,7/16/2023,NA,NA,FALSE,E,NA,NA,THE POST P2 STALL101-108,888-758-4389,10/24/2025 4:56,GPS,49.280901,-123.113089,Vancouver,CA,Parkade level P2 Stalls 101/108,NA,BC,1 Hamilton St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4978583,"5365443, 5365453",public,TRUE,FALSE,2,Level 2 Only
